term document_frequency
25,000 35
earnest 9
uncast 8
32.7 10
714,248 7
133,700 2
580,600 2
us$/tonn 11
cif 15
basis: 11
cathod 7
99.7 2
ingot 6
zinc 30
99.995 2
86-21 15
6279-8544 12
flap 5
shanghai' 52
waterfront 5
bund 4
patriarch 27
deng' 83
city' 32
92 55
jix 1
obliqu 5
1966-76 25
qi 3
shandong 3
provinc 247
tribut 19
pudong 15
zone 59
huangpu 4
sunshin 7
riversid 3
boulevard 2
foreign-built 1
sad 26
statesman 10
middle-ag 5
red-and-gold 1
mao 67
zedong 50
lapel 3
scene 73
jiang 168
wei 42
sadden 6
xiaoping' 20
immeasur 4
nativ 23
sichuan 21
28-year-old 8
weisheng 1
eat 56
hei 7
diplomat 224
yoke 4
state-set 5
respiratori 14
self-suffici 6
guru 12
supplementari 9
bumper 34
42.3 1
1995-juli 1
28.3 1
8.3 56
109 10
tarrif 1
sydnei 159
oilse 3
inflationari 25
flux 1
4-1/2 6
preferenti 18
$1,266 1
$1,254 1
$1,240 1
$1,350 2
unwrought 10
alloi 14
30,914 2
100.3 2
226,777 5
18.4 7
peg 28
smetler 1
fob 22
$1,400 4
shg 1
100-130 1
soybean 24
brighten 5
panamax 1
bean 65
tianjin 19
mill 64
thin 53
uneconom 2
$361 6
dalian 21
3,730 1
$449 2
$10-$15 2
$315-$320 1
$325-$330 1
october/novemb 2
buoi 38
cbot 15
iowa-bas 6
fcc 82
2.276 1
bushel 9
61.942 1
2.271 1
usda 5
2.3 40
13-1/4 1
$7.97-3/4 1
long-held 7
crusher 6
1994' 2
acreag 2
50,000-tonn 2
852 82
2843-6470 28
standstil 8
portabl 14
trill 1
eulogi 8
beijing' 320
cram 9
grassi 1
knoll 1
strain 88
hazi 1
zemin 155
pour 45
speaker 45
flank 9
sombr 3
grief 13
gu 9
vantag 2
ricketi 1
balconi 4
mercantil 20
market-styl 7
backwat 5
thank 13
inton 1
voice: 1
xiaoping...w 1
mourn 34
10.00 1
0200 6
siren 3
incongru 2
poster 4
bouquet 4
yellow 15
chysanthemum 1
xizang 1
bicycl 7
shorten 17
shenzhen 124
patriarch' 5
liquidation-rel 1
$2,400 9
end-week 1
nine-month 23
$2,445 1
kerb 12
$2,390 1
23,370 1
$2,817 1
lme' 4
23,300 1
intra-dai 13
23,200 1
22,800 2
$2,350 1
zhuhai 12
$2,320-2,380 1
weekli 63
909,700 5
5.71 4
taper 2
us$320 3
c&amp;f 15
meal 22
inclus 17
november/decemb 5
$313 4
overvalu 16
mid-septemb 9
anim 61
correl 5
meat 34
mid-august 6
cofco 10
7,200 13
7,800 2
soyoil 5
919,140 2
188,626 2
72.2 2
break-even 31
belt 30
guangxi 15
$481 2
3,700 5
$445 7
4,300 3
690,000 3
statistician 4
f.o 1
licht 1
1.25 12
57.5 9
kong-bas 26
tightli 25
sudden 51
2.95 2
90.3 6
march/earli 1
officially-st 1
6.53 1
230 20
$27-36 1
strap 5
overhang 8
learnt 4
oversuppli 11
unfit 3
dri 19
invers 5
us$ 1
$168 13
joint-ventur 24
atmospher 33
protein 7
livestock 13
starch 12
moot 7
heilongjiang 10
jilin 8
liaon 9
korean 70
$216.70 1
$230 13
impoverish 17
112 14
101 11
100-115 3
jiangl 2
$54.5 1
benefici 18
lu 28
jiangling' 1
12-seater 1
bu 37
van 42
cab 5
nanchang 2
jiangxi 9
top-end 9
15-18 3
qingl 4
salomon' 5
qingling' 1
isuzu 2
35,000 13
20,500 1
overhead 22
unfamiliar 3
redevelop 5
shenzhen-bas 10
hk$4.00 1
hk$3.98 1
$1=hk$7.8 2
australia' 177
mim 2
stump 6
$1,174 1
$1,169 1
191,526 3
29,519 3
lme-regist 1
torch 7
9,600 1
$1,156 1
$1,170 1
vinod 2
mccarthi 5
30,000 39
off-warr 4
warrant 51
482,925 1
unregist 4
$25-30 1
$80-90 1
taiwanes 33
$70-75 1
mid-februari 9
100-105 2
ci 12
n/a 12
25-30 9
100-120 3
$1=8.3 25
preoccupi 8
near 36
precari 6
headi 6
8-1/2 4
1,875 2
$2,366 2
$2,375 2
lunar 35
23,500 2
$2,831 2
190 13
23,460 2
glimmer 5
re-import 2
17,524 2
vat 6
1.05 19
high-grad 4
110-120 5
madelein 18
albright 22
mission 85
hoe 1
quarantin 20
sino-u. 91
fungu 11
tck 10
smut 10
high-rank 7
pry 16
state-control 32
cargil 15
time...that 1
grain-rel 1
forward-look 6
high-valu 2
wto 41
panacea 6
evolutionari 5
$596 5
malaysian 12
$621 1
$560 7
$512 7
$510 2
argentinian 1
91,000 1
20,000-tonn 1
6,600 13
$795 1
7,300 2
$867-879 1
6279-7004 3
indium 1
by-product 4
semi-conductor 5
lcd 2
asia' 38
tokyo 96
april/earli 1
$290 4
free-on-board 1
99.99 1
rotterdam 6
$220/250 1
$280-300 1
pickup 72
afraid 28
re-negoti 2
reneg 11
wari 43
seep 7
$400-500 1
$700 27
debt-ridden 6
unemploy 58
thorn 10
57 68
$6.87 1
gdp 44
hoong 3
yik-luen 1
liu 46
zhongli 2
61.442 2
196.742 1
1.485 1
248.596 1
$29.95 4
27.3 5
recycl 10
belt-tighten 3
pillar 22
economy' 2
relianc 16
retrench 7
sake 13
hasti 3
unproduct 1
urban 43
sunday' 20
ox 6
gape 4
mainland 141
deterr 10
$2,239 1
$18 16
hand-to-mouth 5
panic-bui 1
bull 44
$1,196 1
$1,183 1
metal' 2
$1,239 1
traders' 4
retrac 3
overli 15
kong/shanghai 2
two-week 14
festiv 38
21,980 1
$2,648 1
limit-up 2
22,100 1
exchange' 72
15,900 1
cocoon 2
whipsaw 3
sag 16
9,975-tonn 1
$1,565 2
$11 20
aircondition 1
refriger 13
634,418 1
615,749 1
34.1 2
169,170 1
256,744 1
sugar-produc 1
guangdong 42
3,800 7
$458 5
coars 3
granul 1
neighbour 111
2005 24
tea 14
diet 18
pronounc 16
tonnag 18
technocrat 6
jiang' 21
patronag 3
talent 37
mantl 15
tsar 20
vice-premi 20
zhu 21
rongji 18
bangguo 1
pundit 13
heed 21
mayor 32
xu 13
kuangdi 1
huang 9
ju 1
vice-mayor 15
chen 59
liangyu 1
successor 73
knit 3
teeth 17
shanghaines 2
canni 2
shanghai-bas 15
hua 8
jianm 1
cliqu 15
expediti 3
$15-20 1
indonesian 92
thai 20
sri 2
lanka 2
bangladesh 4
nan 12
guangxi' 1
ex-factori 5
4,400 6
$457 3
lead-up 4
confectionari 5
five-dai 15
slack 6
sweet 9
ice-cream 6
luxuri 50
spoil 10
6.3 68
mid-year 22
redefin 6
canberra 13
dover 1
pdn-xinren 1
sino-australian 1
warm 53
13-year 1
reign 15
chill 23
howard' 7
tibet' 27
dalai 33
lama 33
nadir 8
perri 14
anchor 6
washington' 48
'anchors' 1
crab 1
editori 35
pillow 1
a$3.896 1
bilater 53
pie 8
anz 24
canberra' 3
a$4.122 1
a$3.861 1
$1=a$0.78 1
tin 10
lacklustr 14
yunnan 9
gejiu 1
sheng 3
weichung 1
45,000 8
43,307 1
6.14 1
25,944 1
12,867 1
3,339 1
pre-summ 1
$1,905 1
$1,970 1
30-august 1
sumitomo 25
us$1.8 4
shortliv 2
spike 21
$2,195 2
$1,915 1
stockbuild 2
them...w 2
$65-70 1
$1,080 1
$1,120 2
$1,034 1
sep 2
ex-singapor 1
ex-rotterdam 1
70-75 3
flat-50 1
65-70 4
$2,300 3
easter 12
$2,372 1
14,828 1
tariff-fre 1
gsp 4
brandei 1
90,000-100,000 1
84,000 1
49,000 1
4-1/2-year 2
$1,300 3
$1,295 2
20,000-25,000 1
huludao 1
330,000 15
electrolyt 3
impur 1
zhuzhou 2
hunan 7
steelmak 6
cold-rol 2
fetch 20
$430 3
galvan 3
pessimist 26
billet 4
6.83 4
18.9 5
31.8 5
2.59 3
january-mai 3
flee 29
five-fold 4
whittl 16
jason 10
zheng 8
washout 3
worship 17
cult 12
floodgat 3
comic 1
fast-beat 1
xinhua 113
bookstor 3
glossi 2
flown 21
soldier 58
portrait 18
memorabilia 2
photo 16
paramount 117
burst 27
propaganda 37
hardlin 20
capitalist-styl 12
vanish 19
freed 22
heir 31
crank 5
memento 3
biographi 4
handbook 2
73-year-old 2
bookshop 2
nanj 7
grandson 6
7.60 1
$0.91 5
'one 9
systems' 7
23,650 1
$2,851 1
23,000 10
$2,771-2,891 1
see-saw 6
$2,403 1
$2,100 4
$2,200 3
garbag 12
23,407 1
unimagin 2
brutal 27
aloft 3
girl 19
rape 6
atroc 5
shi 16
nank 2
nanjing): 1
undeni 2
exhibit 31
1937 10
en 23
massacr 15
artifact 2
video-tap 1
holocaust 3
xiui 1
us$813,000 1
invad 32
troop 83
79 31
pregnant 7
19-year-old 4
stab 6
7,500 4
horror 3
soldiers' 3
souvenir 5
yin 1
beijing-born 1
bayonet 2
graini 2
squat 1
appetis 1
wine 25
at 13
book' 1
slaughter 9
diari 3
inscript 3
354,780 1
'small' 1
buri 17
fester 3
anti-japanes 6
1931-45 2
toler 39
whitewash 6
56.1 2
characteris 33
cruel 3
responsibl 2
sex 30
euphemist 1
silo 5
acut 12
paranoia 5
frighteningli 2
5.18 3
newly-establish 5
yingkou 5
qinghuangdao 2
deterior 70
waltz 1
sunni 13
marbl 7
plaza 16
oblivi 1
befal 1
70-year-old 4
ancient 14
glide 2
blare 2
mushroom-shap 1
apathi 8
2200 2
shout 24
sundri 1
beam 25
replai 1
black-suit 1
dirg 3
gravel-vo 3
well-prepar 3
graduat 34
mid-twenti 2
younger 31
fore 6
16-year-old 1
coloni 265
warmth 4
taxi 19
0.29 5
65.318 2
21.245 1
$8.62 1
bargain-hunt 6
lotu 30
stephan 1
csoma 1
forai 16
minier 2
belgian 21
belgiqu 9
sogem 1
jiul 1
cnnc 3
recharg 4
batteri 21
years; 1
680 4
720 1
$82-87 1
would-b 13
china-investor 1
china)...and 1
us$3-$4 2
re-build 2
76,000 5
april/mai 3
$139.50 2
$143 7
$129 10
toepfer 2
52,500-tonn 2
52,500 2
seller' 4
$140.10 2
manila 30
government-to-govern 2
145,000 2
finalis 67
150,000 39
110-118 2
bureaux 8
choc-a-bloc 2
re-bal 2
1,040 4
supply/demand 4
$152-$153 2
$141-$142 2
$134-$135 2
$135-$136 2
1/2-cent 2
$2.70-1/2 3
panamax-s 2
dwt 2
singapore-bas 9
seoul 50
690,500 1
600,000-700,000 1
scorch 6
126,500 1
$140.95 1
$142.90 1
$130-132 1
118 4
440,000 1
91.4 1
160,000 15
40.9 1
tuesday: 2
5-1/2-month 1
$3.12 3
newsoom 1
unaffect 19
cultiv 11
crescent 4
rice-grow 2
season' 11
thorir 2
gudmundsson 2
5-1/2 4
cwt 2
$10.16 2
vietnames 8
2,200-2,300 2
$265-$277 2
rice; 2
2,600-2,700 2
$313-$325 2
2,800 8
$337 3
typhoon 4
travers 2
multi-lay 2
bureaucraci 24
spc 2
2.6 27
hunan' 2
zhejiang 6
179 4
colub 2
rudolf 2
wolff 2
$2,400-$2,450 1
$2,415 1
$2,392 1
$42 11
co' 20
67.8 3
lb 4
60.7 2
81.2 1
roller-coast 13
2-1/2-year 2
$1,745 1
$2,715 1
$2,167 1
222,000 2
270,000 4
222,050 1
2,450 1
910,000 1
940,000 2
133,708 1
can 19
0.1 12
terri 18
cartwright 4
crown 208
$1,701 1
can-mak 1
imposit 9
sell-back 1
us$10 7
resold 5
sentiment 94
violent 55
430,000 2
border 160
us$325-337 1
firmer 43
$1,137/39 2
$1,139 2
$1,157 2
9,800 2
$1,180 2
$1,150 2
boom-bust 5
10,700 2
$1,289 2
ex-smelt 2
clearanc 42
70-100 1
120-130 3
bours 75
hu 3
yuezheng 1
455.8 3
sip 1
minimis 12
hedger 3
contradict 17
9,675 1
187,777 1
provincial-govern 1
$2,367 1
cash/thre 1
backward 50
$55/60 1
$2,310 1
$2,370 1
664 2
13,522 1
months' 10
2,900-2,950 1
$349-355 1
2,650-2,750 1
$319-331 1
$2.40 2
$238.10 1
indian-origin 1
eta 1
mid-decemb 30
demurrag 1
overbui 2
unprocess 2
4.135 1
moratorium 6
non-value-ad 1
farmers' 9
zhuzhou' 1
tokyo' 23
75,000 9
plough 17
$1,304 1
$1,296 1
shade 7
$1,294/99 1
$70-80 1
10,500 1
$1,265 1
two-piec 1
can' 1
4.2 20
cartwright' 1
140,000 12
grace 18
overtak 11
pint 7
one-eighth 2
various 2
15.46 3
21.4 5
augur 11
predomin 3
ceroil 3
re-export 11
overst 26
himalayan 29
tibet 48
tibetan 35
3,900 2
august/septemb 1
smug 2
gaungxi 1
3,950-3,980 1
$476-469 1
4,000-4,100 1
$482-494 1
beijing-run 1
16,772 1
revel 40
import/export 6
amass 25
170,000 6
inter-offic 1
$2,330/4 1
$2,338 1
$2,313 1
macarthi 1
$2,000 22
spectr 12
halewood 10
mid-rang 10
escort 18
ford' 61
halewood' 4
fli 19
valencia 5
saarloui 5
ballot 23
strike-pron 1
stoppag 30
multi-purpos 3
opt 33
looser 3
gornal 4
escort' 2
garyl 4
rhy 4
cardiff 6
exports...y 4
jobless 17
kelli 9
landlord 4
pub 36
baa 6
taxabl 2
heathrow 17
gatwick 15
76.62 1
cheapli 17
overpai 2
counten 1
mega 7
baa' 3
russel 8
3.3 26
22.2 7
224.5 1
4.20 2
742 3
7.7 11
racal 5
link-up 26
elsburi 3
crossbow 2
sides' 3
racal' 2
follow-through 4
6,500 8
god 12
forbid 6
downsiz 8
5427717 14
ski 22
full-blown 4
peripher 5
pertain 2
baggag 2
airways-american 3
lang 41
168 17
relinquish 7
meaningless 8
sokol 11
threshold 18
invetor 1
650p 3
650 46
unfaz 4
495 7
630 30
northern' 33
megawatt 14
royc 9
skid 2
rash 22
relentless 6
deutschemark 2
mark-bas 1
151 2
201-1/2 1
compton 1
2.30 6
1997/98 65
2.65 3
$1.69 6
477 10
611 2
355 2
449 2
mark/pound 1
steel' 8
pound/mark 1
ba 23
american' 6
breaker 5
airways' 2
uncondit 13
usair 13
dallas-fort 3
london-to-boston 1
airways/american 1
flyer 7
unempoly 1
blackspot 1
tgw 1
aaeu 1
continent,"on 1
people-carri 1
gorman 3
escort-th 1
volkswagen 18
opel 3
astra 8
j.d.power-lmc 1
over-capac 8
speke 5
alton 6
leber 1
democract 1
msf 4
fiesta 9
mondeo 6
electric' 33
rec 42
pole 14
nigel 28
hawkin 15
yamaichi 40
slap 53
42-1/2p 3
645p 1
rebutt 4
forego 6
escap 40
clutch 12
trafalgar 33
560 38
$1=.6043 5
stagecoach 6
souter 4
buses-to-railwai 1
567 5
deal-mak 10
nordic 7
perth 13
southwest 29
strongly-plac 1
sabbat 2
197 4
830 3
7.19 2
porterbrook 4
274 5
799-1/2 1
conditions: 1
recess 31
uncomfort 7
2003 25
nearer 22
bonanza 10
98.2 1
154 8
43.6 4
swebu 4
upsid 39
$1=.6119 7
tomkin 3
span 31
bake 16
126.1 1
2.70 3
brisk 45
278 5
tomkins' 2
rennardson 1
cashflow 27
bln 3
$1.52 5
subdu 20
anglo-american 6
four-wai 11
enthusiast 30
imperi 74
u.s.-quot 2
bonham 2
peabodi 5
britian 7
irl 1
engelhardt 1
anste 1
354 3
$571 1
roadshow 10
hanson' 10
3.6 21
pre-except 18
446 2
$1=.6199 5
public-priv 1
cash-strap 21
quo 13
dogmat 1
interventionist 3
clare 5
labour' 9
overland 3
buse 31
demonis 2
couch 2
rail' 2
railtrack 2
pinion 1
four-point 1
obligaiton 1
guidlin 2
emiss 10
regulator' 4
compeititon 1
time-t 1
$32.07 1
annum 24
$1=.6237 8
transatlant 28
re-examin 7
agree...that 2
ba/american 2
immmedi 2
ft 18
1700 8
whitehorn 6
virgin 30
uk-u. 2
mmc...even 1
dot 12
stipul 10
244 5
238 4
baking-to-engin 2
snuf 5
168.8 2
$284 4
3.06 2
2.7 28
hutch 4
366 6
cash-pil 2
interview: 5
273-1/2p 1
1115 7
market-mak 9
$1.1 30
259.5 2
division 10
tompkin 2
189.2 4
165.7 1
15.8 14
219 2
194 4
12.1 15
276 9
271 3
8.9 13
317.3 2
267.9 1
34.3 2
28.5 5
hovi 2
bread 13
351.3 2
333.8 1
bisto 2
gravi 2
robertson' 2
543.5 2
501.8 1
42.6 3
38.5 5
unscath 6
mark-denomin 2
$1=.5950 15
embattl 19
november' 6
board...believ 2
blaze 14
cross-channel 14
shutdown 47
hannah 5
ponsol 13
folkeston 2
$752.5 2
thirteen 5
le 49
eurostar 17
booster 8
4.86 2
tourist 35
2.07 6
57,692 2
coach 14
519,003 2
76-1/2 2
centim 3
7.00 2
$1=.5979 9
$960 1
manifesto 4
south-east 6
tube 11
londoners' 1
overground 1
pre-elect 9
franchise 16
victorian 5
subsidi 46
$1.29 10
statement: 3
concerns...thes 1
pence-per-shar 1
643.50 1
mask 16
errat 6
whammi 2
car-makers' 2
4.12 3
2,025,450 1
9.23 1
eaten 14
smmt 1
lawson 3
car-mak 5
rover 9
bmw 5
erni 5
maher 7
lmc 7
62.03 1
58.94 1
52.82 1
margaret 18
pyne 1
post-elect 3
up-to-d 3
yesterday' 12
opraf 3
firstbu 1
24.5 14
thameslink 5
govia 2
via-gti 2
scotrail 2
go-ahead' 2
moy 1
luton 3
$162 4
fast-link 2
victoria 21
shortlist 12
orign 1
straightforward 7
trevor 3
smallwood 1
roar 11
515 6
547 3
241 3
$1=.6172 7
shaken 24
nastiest 1
housebuild 4
afflict 11
rmc 3
redland 2
bpb 1
36p 1
903.5 1
5.5p 3
13p 8
362.5p 1
7.5p 3
368 4
gloom: 1
rmc' 1
pessim 3
caradon 3
$126 5
shower 17
ubs' 3
hepworth 1
marlei 1
seymour 5
tarmac 7
characterist 17
berkelei 12
persimmon 2
barratt 1
beazer 1
amec 5
$18.96 1
1.32 3
1.13 2
payout:"on 1
2.75 7
amec' 3
1104 1
norway' 26
kvaerner 29
interim' 1
brisker 1
$1=.6382 5
ba' 17
mmc 19
adding: 16
england' 6
glitter 7
leash 4
nissan 17
korea' 43
samsung 8
vauxhal 5
clark 38
philosoph 6
thursday: 3
major' 4
meant: 1
regener 3
shipbuild 5
inward' 1
1995/96 168
117.3 1
$196.2 1
qvc 2
1,100 9
knowslei 1
rigbi 1
merseysid 2
eu 37
poorest 15
beaten 8
runwai 5
airport-rel 1
foreign-l 1
1,200 17
anmd 1
nicki 1
mcdonagh 1
news: 1
unemployment' 1
gkn 5
auto-compon 2
$398 4
drastic 45
1009 1
outflow 11
$554 1
trebl 10
gkn' 1
reserve 1
240-250 1
over-distribut 1
cash-flow 4
thame 14
oxford 6
ex-chief 1
weinstock 6
zafar 3
khan 3
gec 22
simpson 12
modern-dai 2
marconi 6
gpt 1
apparatu 9
gec' 5
clearer 28
picker 10
gilbarco 2
videojet 1
bate 3
damp 7
crispin 3
newland 3
spate 21
stamp 62
$261.5 1
sprightli 1
411 2
2-1/2p 3
newly-acquir 4
hazeltin 2
write-down 15
tango 3
getitng 1
june/juli 1
261 3
402 3
3.26 5
3.10 2
fortnight 6
eleventh-hour 9
regret 45
anglo-u. 10
breakthrough 45
yohe 2
delta 41
ba/aa 2
clarif 19
buying/sel 2
reconcili 24
entrepreneur 41
branson' 15
scratch 20
yeoman 1
arrest 97
freefal 5
half-year 57
1200 4
225 90
21.2 12
30.1 2
2.10 3
602 3
fiasco 10
$1=.5936 3
$357 7
sunderland 6
stark 12
nmuk 2
mould 13
pulsar 2
almera 2
sime 2
gibson 11
bbc 20
increment 23
springboard 17
primera 3
$1=.6021 8
stagecoach' 1
acquisiton 1
paci 2
share-fev 1
ignit 20
overpr 4
govt 1
mtl 3
taybu 1
everything' 4
cash-cow 1
short-list 3
unawar 17
make-or-break 3
trotman 21
draconian 8
tgwu 2
motor' 1
dagenham 2
mp 2
dale 6
campbell-savour 1
rubbish 10
balling 1
mp' 1
tosh 1
libel 5
loo 1
savour 2
indicative' 1
possess 14
replied: 10
aspers 1
sleaz 2
once-mighti 4
195p 1
150p 1
pre-demerg 1
1.22 4
609 4
25.6 2
18.2 2
peform 5
237 2
2.45 10
veru 1
buoyant 37
458 3
3.74 2
303 5
comapr 1
80-1/2 1
1545 1
3/4p 1
$1=.6161 9
mid-pric 2
366.8 1
anti-conglomer 1
buffet 4
mid-wai 5
12th 11
$85 11
wesson 1
gun-mak 1
saloon 2
opt-out 2
220,000 5
$989 1
$159 3
29.5 7
$385 8
$3.98 2
pouind 1
$260 3
$3.17 2
$2.43 5
$423.6 1
meagr 9
361 4
earmak 1
fertlis 1
multi-industri 1
$313.4 1
writedown 20
dougal 1
arc 4
cornerston 15
brick 12
worlwid 3
156 27
1.54 2
pressuris 3
doldrum 6
vibrant 8
u.s.aggreg 1
junior 60
perturb 3
spare 24
graciou 2
first-class 4
acquisition-l 1
397 5
$636.5 1
1.06 6
987 1
76.6 1
stanst 1
egan 2
385 4
475 3
331 8
8.4 8
525 4
authority' 4
aiport 1
rpi 1
baa'c 1
mall 31
melbourn 94
brisban 15
btr 1
tilcon 1
ireland' 3
crh 1
212 47
$332.2 1
btr' 1
broe 13
strachan 2
shake-out 9
89 14
inflow 37
tradeoff 1
unansw 5
restrcutur 1
vacuum 13
uncertaini 3
sharepric 7
meltdown 5
344 2
wick 7
receivership 4
$87.5 2
von 16
brentano 4
overstat 6
279.3 1
52.7 2
37,822,310 1
like-for-lik 14
4.1 24
bombshel 4
misrepresent 3
sweetbaum 5
$1=.6056 3
double-deck 4
arab 7
inventor 5
diesel-bas 1
hassan 1
assali 1
altogeth 15
cradl 3
pinmor 1
palestinian 1
gunsmith 1
because: 1
huzhan 1
6,000 17
$425.2 1
algerian 2
arabia' 4
sand 27
leed 7
reuters: 15
emmiss 1
hit-man 1
suddenly' 1
routemast 1
symbol 74
brass 5
sixth 42
filter 12
pyramid 5
disc 10
contamin 12
vapour 2
37,280 1
storm 60
sheffield 6
frankfurt 18
car?' 1
$1=.5880 1
auto-components-to 1
lucasvar 5
expectaion 1
1993/94 7
127,200 1
124,550 1
ipc 1
builder 19
mba 2
182,000 3
177,000 1
1988/89 2
138,000 1
1999/2000 5
year.in 1
migrat 10
sibre 1
bi 10
shrapnel 2
caught-up 1
paulin 2
chord 5
86,000 8
96,000 1
intak 3
christianna 1
cobbold 1
hia 1
61-2 113
9373-1800 77
a$1.6 6
melbour 1
harbour 35
shc 4
a$1.0 10
xavier 7
bnp 13
breakwat 1
townsvil 1
queensland 12
cail 1
reef 1
austria-manag 1
a$105 4
robbi 5
sumampow 1
ocean 19
sydney' 4
junket 1
gambler 10
packer 22
conwai 9
tourism 23
macquari 34
packer' 17
downmarket 1
alic 6
adelaid 15
qanta 18
pre-abnorm 38
a$116 2
a$154 5
a$148 1
a$148.1 1
us$0.8215 1
us$0.7650 1
sydney-bas 55
abnorm 85
qantas' 4
shield 31
a$100 13
a$430 2
a$468 1
j.b 17
justin 1
arter 2
a$141 1
melbourne-bas 29
a$152.4 1
ofr 1
us$0.7600 1
a$230 1
a$260 3
a$246.2 3
2.35 4
p.m 71
0335 1
a$2.33 1
a$237 2
a$249 1
focuss 6
a$240 6
a$245 1
mccaughan 1
yasmin 1
a$239.1 1
wholly-own 15
37.9 3
41.1 1
'fly 1
kangaroo' 1
a$48 1
a$1.87 1
jitter 17
airline' 42
a$2.17 1
a$273 2
ansett 13
ansett/air 1
373 2
1800 9
singapore' 14
mah 1
tan 4
apec 24
coooper 2
apec' 5
mid-1998 27
2007 2
sell-down 1
brunei 16
papua 32
guinea 29
boral 4
3.71 3
a$3.806 1
a$3.91 1
csr 3
sharemarket 16
14.4 4
3.55 4
a$4.20 1
a$4.81 1
insitut 3
bt' 51
a$93.16 2
a$169.71 2
a$112.7 1
a$138.0 1
ampol 1
fabian 5
babich 5
profits?...thei 1
ov 1
rthe 1
a$3.84 1
jb 2
were' 2
2.57 3
8,9 1
2,438.5 1
ozemail 1
telstra 16
optu 16
technology-heavi 3
diall 6
keat 6
call' 6
ozemail' 1
a$21 1
us$27 1
a$77 1
bandwidth 9
100,000-plu 1
low-incom 8
keating' 1
a$8.0 7
us$6.2 1
share-market 2
telephoni 25
a$1 50
us$.775 1
bask 9
scout 6
babe 4
tropfest 1
cann 4
big-nam 3
box-offic 4
actress 6
nicol 1
kidman 1
campion 1
oscar-nomin 1
actors' 1
guild 2
actor 14
polson 1
tropfest' 1
short-film 1
film-mak 2
buff 2
squash 3
cafe 15
gregor 1
swinger 1
jonathon 4
ogilvi 2
finalist 8
stuntman 1
nat 1
edgerton 1
cappuccino 1
a$180,000 1
us$141,000 1
a$800 2
tropicana 1
hangout 2
coffe 65
criterion 6
pickl 3
teaspoon 2
simulcast 1
australians'lov 1
to...watch 1
succinct 1
flickerfest 1
metfest 1
kilda 1
tv' 3
30-minut 3
rupert 89
murdoch 39
foxtel 6
foo 2
a$26.1 1
village' 1
a$172.95 1
keppel 1
brampton 1
bedarra 1
lizard 1
rollout 13
daydream 1
co-product 2
austereo 1
a$17.15 1
a$4.26 1
a$59 3
a$65 4
a$91.88 4
seven' 7
shorter 17
a$96.5 1
a$93 2
craig 22
connelli 1
a$92 1
a$60 3
vinc 21
pepe 5
burdett 4
buckeridg 3
a$71.5 1
a$103.2 1
queensland-bas 1
a$110 5
metro-goldwyn-may 6
mgm 8
us$250 4
kerkorian 9
mgm' 2
capitialis 3
olymp 37
murdoch' 79
a$130 3
a$120 8
18.5 23
a$4.15 1
us$6.32 2
fahei 2
100-percent 5
stet 13
amro/rothschild 2
co-ordin 7
minnett 2
u.s.-australian 5
sachs/macquari 2
daiwa 19
optimum 2
liberal-n 8
proms 2
a$1.45 3
swell 40
pty 31
us$.79 2
southcorp 2
22.3 8
a$64.92 1
a$52.36 1
kraeh 1
a$124.22 1
a$64.3 1
whitegood 3
heater 1
mor-flo 1
a$2.1 1
0.5 40
a$1.30 3
8.25 7
add-on 6
vineyard 2
wineri 2
facilities...with 1
southcorp' 1
63.7 3
72.1 1
a$4.56 1
a$4.66 1
patron 10
pbl 9
a$340 6
us$265 1
showboat 6
pbl' 6
showboat' 2
kell 2
houssel 2
12-year 10
nsw 8
punt 4
a$2.27 2
17.61 2
a$6.35 3
tax-concess 3
high-rol 6
tax-break 3
packer-hudson 2
echostar 9
news' 19
5.51 12
a$7.09 2
a$6.03 2
manic 5
matthew 25
us$1 23
askyb 7
sharehodl 1
a$2.6 3
complimentari 4
ergen 5
us$500 15
primestar 3
pay-tv 14
bskyb 57
jskyb 4
gaint 5
us$800 3
retransmiss 5
mend 10
drummond 10
ep 25
westpac 30
ree 1
securities: 1
pastor 3
wesfarm 1
woolworth 4
cole 23
capex 2
marcu 4
o'brien 5
a$3 8
a$648.74 1
a$533.80 1
46.5 6
ligit 1
mayn 7
nickless 7
a$4.18 2
a$660 2
us$515 1
34,400 3
shun 19
a$364.4 3
us$286.05 1
underwrot 1
socog 1
mal 5
hemmerl 1
hollwai 1
a$10,000 3
a$33,000 2
a$36,000 1
a$40,000 1
110,000-seat 3
pre-olymp 3
multiplex 6
obayashi 1
a$=us$.7850 1
a$151.6 2
us$116.42 1
pemberton 2
a$3.97 2
a$2.03 2
a$315 2
toomei 4
undiminish 2
a$50 12
a$1=us$.7860 1
a$1.85 3
fairfax 20
back-burn 3
a$10 8
casino' 4
government-own 15
38.4-percent 2
blount 3
a$742.0 2
us$585.4 2
a$1.20 2
a$1.03 2
7,000 21
69,500 2
telstra' 4
1998/99 10
a$7.77 2
stiffer 20
openli 23
one...w 2
at&amp;t...and 2
bt/mci 14
16.1-percent 2
a$1.40 2
tesltra 2
a$625 2
alston 9
a$3.5 1
a$49 1
rizzo 1
a$=us$0.7890 2
irv 7
industrialist 11
ntia 2
telecom-rel 2
one-fifth 12
chile' 7
gregorio 2
ricci 3
telehoni 1
chilean 7
three-dai 40
mier 2
tieran 2
us$11 2
contruct 2
leighton 6
a$33 2
a$35 2
hochtief 1
